,Unnamed: 0,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B
34,34,Jnanabharathi (purple line),Krishna Rajendra Market (green line),"KR Market, flower market ",Shopping,"Kengunte, malathahalli, ",Home,11:15:00,Metro ,45,Drove and parked a two-Wheeler ,10,1.5 km to 2 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,35,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,12th,Unemployed,,0.0,2,0,0,"No, I will not use a bicycle. .",15,4,4,1,1,3,4,1,4,0,3,1,3,1
35,35,Chickpet (green line),Nagasandra (green line),Manjunath nagar,Home,Chipete fruits market ,Shopping,11:20:00,Metro ,60,Walk ,7,0.5 to 1 km ,8,Walk ,20,1.5 km to 2 km ,,For neither access nor egress trips ,,,No ,40,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,4,2,4,4,0,1,1,2,3
36,36,Jnanabharathi (purple line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Shantinagar bus stop ,Work,Jnanbharthi college ,Other,11:30:00,Metro ,45,Auto Rickshaw ,10,3 km to 3.5 km ,7,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,50,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Postgraduate,Employed,,0.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,8,1,2,7,3,3,1,5,1,4,3
37,37,Jnanabharathi (purple line),Chickpet (green line),Chikpett ,Shopping,"Mariyappanapalya, amma ashrama",Home,11:35:00,Metro ,40,Drove and parked a two-Wheeler ,5,1.5 km to 2 km ,7,Walk ,6,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,30,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,4,1,1,3,4,1,4,0,3,1,3,1
38,38,Chickpet (green line),Halasuru (purple line),"15g street, jogupalya ",Home,Chickpete flower market ,Shopping,11:40:00,Metro ,25,Walk ,5,< 0.5 km ,8,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,,,No ,25,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Daily,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,3,1,1,4,0,1,1,1,1
39,39,Chickpet (green line),Rajajinagar (green line),Basaveshwara ,Work,Chikpete market ,Shopping,11:37:00,Metro ,20,Walk ,5,< 0.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,Postgraduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,4,1,3,1,1,4,0,1,1,1,1
40,40,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Banashankari (green line),"Kumaraswamy layout, near police station ",Home,Majestic bus stop ,Shopping,11:46:00,Metro + Bus ,30,Walk ,5,< 0.5 km ,8,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,2.0,2.0,No ,40,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Business,"10,001 – 25,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,4,1,4,3,1,1,1,4,1,1,1,1,1
41,41,Jayaprakash Nagar (green line),Chickpet (green line),Chikpete,Shopping,BTM layout near Jaydeva hospital ,Home,11:20:00,Metro ,30,Dropped-off by friends/family members/others ,10,3.5 km to 4 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,10th,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,4,1,1,4,8,2,4,0,8,1,4,2
42,42,Chickpet (green line),Thalaghattapura (green line),Nagegowdapalya,Home,Chickpete flower market ,Shopping,11:50:00,Metro ,30,Walk ,6,0.5 to 1 km ,8,Auto Rickshaw ,10,1.5 km to 2 km ,4.0,For neither access nor egress trips ,,,No ,138,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,4,2,4,4,0,1,5,2,3
43,43,Jnanabharathi (purple line),Hopefarm Channasandra (purple line),"Channasandra,mvj college ",School,"Kodipalya,gutte anjaneya temple ",Home,11:45:00,Metro1+bus1+metro2+bus2,180,Drove and parked a car ,10,> 5 km ,9,Walk ,2,< 0.5 km ,,For access trip only ,5.0,2.0,Metro card ,15,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,12th,Student,>2 Lakhs,2.0,2,3,0,"No, I will not use a bicycle. .",15,4,3,1,0,1,11,1,1,1,4,1,5,1
44,44,Chickpet (green line),Swami Vivekananda Road (purple line),Near byp railway station ,Home,Chikpete,Shopping,11:55:00,Metro ,45,Walk ,7,0.5 to 1 km ,8,Drove and parked a two-Wheeler ,2,< 0.5 km ,,For egress trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,2.0,3,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,4,1,1,2,1,2,0,1,3,2,1
45,45,Chickpet (green line),Nagasandra (green line),Mariamma temple,Home,Chickpete market,Shopping,11:50:00,Metro ,40,Walk ,15,0.5 to 1 km ,8,Auto Rickshaw ,25,2.5 km to 3 km ,5.0,For neither access nor egress trips ,,,Metro card ,80,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Trade,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,4,2,6,4,0,1,5,2,4
46,46,Jnanabharathi (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Malleshwaram 9th cross,Shopping,"Mariyappanapalya, st filaminous school near",Home,11:50:00,Bus1 + Metro + Bus2 ,35,Walk ,2,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,4.0,7.0,No ,30,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Unemployed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,4,1,4,2,1,1,4,0,1,1,1,1
47,47,Chickpet (green line),Vijayanagar (purple line),Vijaynagar police station ,Home,Chikpete flower market ,Shopping,11:45:00,Metro ,30,Walk ,12,1 km to 1.5 km ,7,Drove and parked a two-Wheeler ,5,1 km to 1.5 km ,,For neither access nor egress trips ,,,No ,40,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,> 60 yrs ,10th,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,5,3,3,4,1,1,3,3,3
48,48,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Chickpet (green line),"Chickpet market, 700m from chickpet metro",Work,Majestic bus stop ,Work,12:06:00,Metro ,20,Walk ,2,< 0.5 km ,7,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,10,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,10th,Business,"10,001 – 25,000",0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,15,3,2,2,1,2,1,2,4,1,1,1,1,2
49,49,Chickpet (green line),Yelachenahalli (green line),Ganapathipura,Home,Chickpete market ,Shopping,12:00:00,Metro ,30,Walk ,7,0.5 to 1 km ,8,Drove and parked a two-Wheeler ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Unemployed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,3,2,2,4,0,1,3,2,2
50,50,Jnanabharathi (purple line),Chickpet (green line),Chikpett ,Shopping,"Jnanbharathi, near mangalore PU college ",Home,12:02:00,Metro ,60,Ola/Uber car ,10,2.5 km to 3 km ,7,Walk ,20,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,50,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,3,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,4,1,1,1,6,2,3,0,6,1,4,2
51,51,Jnanabharathi (purple line),Rajajinagar (green line),Narayana nethralaya,Other,"Jnanbharthi layout,vss school ",Home,12:10:00,Metro ,60,Drove and parked a two-Wheeler ,8,1.5 km to 2 km ,7,Walk ,5,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,45,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,2,2,0,"No, I will not use a bicycle. .",15,4,8,1,1,4,4,2,3,1,3,1,3,2
52,52,Jnanabharathi (purple line),Indiranagar (purple line),Axis Bank indiranagar ,Work,Shirley apartment ,Home,12:25:00,Metro ,40,Drove and parked a two-Wheeler ,10,2.5 km to 3 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,2,6,1,1,1,3,1,4,1
53,53,Jnanabharathi (purple line),Mahatma Gandhi Road (purple line),"MG road, skydeck by sherlock's ",Restaurant,Vishveshwara layout 3rd block ,Home,12:15:00,Metro ,60,Ola/Uber car ,15,2.5 km to 3 km ,7,Walk ,3,< 0.5 km ,,For both access and egress trips ,,,Metro card ,86,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",15,4,5,1,1,3,6,1,3,0,6,1,4,1
54,54,Jnanabharathi (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Majestic bus stand, Chitradurga through ksrtc ",Home,Bangalore University ,Work,12:00:00,Metro ,20,Walk ,30,3.5 km to 4 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,No ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,4,1,2,1,1,8,1,1,1,1,1,4,1
55,55,Jnanabharathi (purple line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Near Vidhansoudha ,Other,"Nayandahalli, near volleyball ground ",Home,12:30:00,Bus + Metro ,40,Walk ,5,< 0.5 km ,3,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,3.0,7.0,No ,0,No crowding  - Most ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,1.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,8,1,2,1,1,2,3,0,1,1,1,2
56,56,Jnanabharathi (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Railway colony ,Other,Channapattana through ksrtc ,Home,11:45:00,Metro ,30,Walk ,5,< 0.5 km ,9,Walk ,30,2.5 km to 3 km ,,For neither access nor egress trips ,,,No ,30,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,10th,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,4,8,1,1,3,1,6,4,1,1,1,1,4
57,57,Krishna Rajendra Market (green line),Mantri Square Sampige Road (green line),Sadashivnagar ,Home,Victoria hospital ,School,13:15:00,Metro ,25,Walk ,5,< 0.5 km ,8,Drove and parked a two-Wheeler ,5,1.5 km to 2 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,2,0,0,"No, I will not use a bicycle. .",15,4,1,3,1,1,1,4,4,0,1,3,1,3
58,58,Krishna Rajendra Market (green line),Baiyappanahalli (purple line),Ramurthinagar ,Home,"Kr market, Bangalore medical college ",School,13:00:00,Metro ,60,Walk ,15,0.5 to 1 km ,8,Auto Rickshaw ,23,3 km to 3.5 km ,7.0,For egress trip only ,,,Metro card ,100,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,2.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,3,1,1,2,7,2,0,1,5,2,4
59,59,Jnanabharathi (purple line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Vidhansoudha ,Work,"Ullal, near mangalore PU college ",Home,13:10:00,Metro ,60,Dropped-off by friends/family members/others ,20,4 km to 4.5 km ,7,Walk ,10,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,0.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,3,9,1,3,0,8,1,5,1
60,60,Krishna Rajendra Market (green line),Lalbagh (green line),Near metro station ,Work,Near K r market ,School,13:30:00,Metro ,15,Walk ,10,0.5 to 1 km ,7,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,2,3,1,1,2,2,4,0,1,1,2,2
61,61,Krishna Rajendra Market (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Majestic, traveling to Chitradurga ",Home,Victoria hospital ,Work,13:25:00,Metro + Bus ,15,Walk ,5,< 0.5 km ,7,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5.0,5.0,No ,15,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,1,2,3,1,1,2,4,0,1,1,1,2
62,62,Jayaprakash Nagar (green line),Krishna Rajendra Market (green line),"Kr Market,vanivilas hospital ",Work,Btmlayout ,Home,12:45:00,Metro ,60,Dropped-off by friends/family members/others ,30,> 5 km ,10,Walk ,3,< 0.5 km ,,For access trip only ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,1,2,11,1,1,0,8,1,5,1
63,63,Krishna Rajendra Market (green line),Jayanagar (green line),Yedur ,Home,Bishop cotton ,School,13:15:00,Bus + Metro ,20,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,58.0,8.0,Metro card ,5,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,1,3,2,1,1,1,4,0,1,1,1,1
64,64,Jayanagar (green line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Cunning ham road,Work,"Jaynagar, near metro station ",Work,13:30:00,Metro ,45,Walk ,5,< 0.5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,2,0,0,Not Applicable - because neither ends of my trip is home. .,15,3,2,2,1,1,1,2,4,1,1,1,1,2
65,65,Krishna Rajendra Market (green line),National College (green line),Baswangudi ,Home,HAL ,Work,12:00:00,Bus1 + Metro + Bus2 ,120,Walk ,7,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,9.0,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,4,0,0,"No, I will not use a bicycle. .",15,4,1,2,4,1,2,1,4,0,1,1,2,1
66,66,Krishna Rajendra Market (green line),National College (green line),NR colony ,Home,Kr market,Home,14:00:00,Metro ,17,Walk ,5,< 0.5 km ,7,Drove and parked a two-Wheeler ,6,0.5 to 1 km ,,For egress trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,1,1,1,1,2,2,0,1,3,1,2
67,67,Krishna Rajendra Market (green line),Srirampura (green line),Devaiah park,Home,BIT college ,School,14:00:00,Metro ,20,Walk ,10,0.5 to 1 km ,9,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,2,0,0,"No, I will not use a bicycle. .",15,4,1,3,1,1,2,2,4,0,1,1,2,2
