ID,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,AGE,GENDER,UNO,SERO,VEHICLE,RENT,ACCESS,EGRESS,CYCLE
564,4,1.7999999999999998,0.36,0.504,2.52,0,0,1,0,54.0,0,1,0,0,15,0,1,0
565,4,1.7999999999999998,0.36,0.576,2.8799999999999994,0,0,1,0,54.0,0,1,0,1,15,0,1,0
584,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,40.0,1,1,0,1,15,0,1,1
607,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,1,0,22.0,1,1,0,0,15,0,1,0
617,1,1.7999999999999998,0.36,0.72,3.5999999999999996,1,0,0,1,30.0,1,1,0,1,15,0,1,0
621,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,1,22.0,1,1,0,0,15,0,1,0
623,4,1.0799999999999998,0.21599999999999997,0.72,3.5999999999999996,0,0,1,0,30.0,0,1,0,1,15,0,1,0
634,4,1.0799999999999998,0.21599999999999997,0.504,2.52,0,0,1,0,22.0,0,1,0,1,15,0,1,0
635,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,22.0,0,1,0,1,15,0,1,0
637,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,1,30.0,1,1,0,1,15,0,1,0
639,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,1,1,30.0,1,1,0,0,15,0,1,0
641,4,1.0799999999999998,0.21599999999999997,0.72,3.5999999999999996,0,0,1,1,22.0,1,1,0,1,15,0,1,0
